City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,howrah,22.5892,88.3103,29.0,58,20,3.09,IN,2023-10-30 01:09:17
298,lawas,13.764,121.0566,30.55,67,99,2.89,PH,2023-10-30 01:14:15
299,dzhubga,44.3211,38.7039,15.19,74,0,4.74,RU,2023-10-30 01:14:16
300,salalah,17.0151,54.0924,28.05,69,20,0.51,OM,2023-10-30 01:14:16
301,pizarro,4.9533,-77.366,24.74,89,96,0.77,CO,2023-10-30 01:14:17
302,saipan,15.1355,145.701,31.39,74,20,6.17,MP,2023-10-30 01:08:55
303,tajiri,34.4043,135.278,21.03,59,20,2.57,JP,2023-10-30 01:14:17
304,mooloolaba,-26.6833,153.1167,26.28,67,1,4.47,AU,2023-10-30 01:14:17
305,sur,22.5667,59.5289,28.58,55,64,0.49,OM,2023-10-30 01:14:18
306,brookings,44.3114,-96.7984,-3.27,90,100,4.63,US,2023-10-30 01:03:37
307,riosucio,5.4216,-75.7032,15.0,96,100,0.15,CO,2023-10-30 01:14:18
308,grand falls-windsor,48.9332,-55.6649,1.39,64,12,6.44,CA,2023-10-30 01:14:19
309,la passe,45.5549,-0.8967,13.13,94,100,6.03,FR,2023-10-30 01:09:01
310,lieksa,63.3167,30.0167,-3.67,86,74,2.8,FI,2023-10-30 01:14:19
311,concepcion del oro,24.6333,-101.4167,18.57,56,57,2.49,MX,2023-10-30 01:14:20
312,varva,50.495,32.7197,9.49,76,93,5.63,UA,2023-10-30 01:14:20
313,porto murtinho,-21.6989,-57.8825,31.69,43,85,5.06,BR,2023-10-30 01:05:03
314,constantia,44.1833,28.65,11.5,70,0,2.49,RO,2023-10-30 01:06:46
315,pico truncado,-46.7949,-67.9573,3.29,69,83,2.12,AR,2023-10-30 01:14:21
316,hotan,37.0997,79.9269,20.99,12,1,0.65,CN,2023-10-30 01:14:22
317,nar'yan-mar,67.6713,53.087,-7.16,93,100,6.26,RU,2023-10-30 01:08:50
318,ponta delgada,37.7333,-25.6667,15.1,82,75,2.68,PT,2023-10-30 01:07:31
319,argostolion,38.1811,20.489,18.04,66,0,2.06,GR,2023-10-30 01:10:09
320,irece,-11.3042,-41.8558,20.36,69,4,5.4,BR,2023-10-30 01:14:23
321,balotra,25.8333,72.2333,31.92,22,0,2.27,IN,2023-10-30 01:14:23
322,kone,-21.0595,164.8658,23.94,50,5,4.08,NC,2023-10-30 01:09:00
323,pucheng,27.9233,118.5333,24.93,55,1,0.98,CN,2023-10-30 01:07:41
324,seka,17.9285,103.9552,31.31,55,90,3.97,TH,2023-10-30 01:14:24
325,brisas de zicatela,15.8369,-97.0419,26.26,86,29,2.23,MX,2023-10-30 01:08:46
326,ola,59.5833,151.2833,-0.19,62,6,0.83,RU,2023-10-30 01:09:10
327,crockett,31.3182,-95.4566,7.99,100,100,2.06,US,2023-10-30 01:13:44
328,etzatlan,20.7667,-104.0833,17.72,98,38,1.71,MX,2023-10-30 01:14:25
329,kidal,18.4411,1.4078,25.27,12,15,4.24,ML,2023-10-30 01:14:26
330,iquitos,-3.7481,-73.2472,24.02,94,0,0.0,PE,2023-10-30 01:14:26
331,mbekenyera,-10.0,38.9833,26.13,72,95,2.39,TZ,2023-10-30 01:14:26
332,campbell river,50.0163,-125.2446,3.58,73,44,1.53,CA,2023-10-30 01:14:27
333,kapenguria,1.2511,35.0895,16.45,76,58,1.11,KE,2023-10-30 01:14:27
334,phek,25.6667,94.5,22.17,36,30,0.45,IN,2023-10-30 01:14:27
335,saryaghash,41.45,69.1667,20.96,30,8,3.05,KZ,2023-10-30 01:10:16
336,margate,51.3813,1.3862,14.94,87,17,1.34,GB,2023-10-30 01:09:09
337,moyynkum,44.2914,72.9469,20.09,37,100,3.41,KZ,2023-10-30 01:14:28
338,abashiri,44.0213,144.2697,13.16,58,20,0.51,JP,2023-10-30 01:14:29
339,nadym,65.5333,72.5167,-11.77,84,15,1.51,RU,2023-10-30 01:14:29
340,san juan de miraflores,-12.1629,-76.9635,20.09,81,78,2.49,PE,2023-10-30 01:14:29
341,saint-philippe,-21.3585,55.7679,26.77,81,40,5.74,RE,2023-10-30 01:09:27
342,'ain abid,36.2319,6.9433,19.93,33,94,6.17,DZ,2023-10-30 01:14:30
343,maputo,-25.9653,32.5892,14.82,72,100,7.72,MZ,2023-10-30 01:12:21
344,hermanus,-34.4187,19.2345,12.19,67,0,7.57,ZA,2023-10-30 01:07:12
345,mount gambier,-37.8333,140.7667,15.27,47,52,8.4,AU,2023-10-30 01:14:31
346,merizo village,13.2658,144.6691,31.31,91,39,4.62,GU,2023-10-30 01:03:52
347,cambria,35.5641,-121.0808,13.88,40,0,2.36,US,2023-10-30 01:14:32
348,atafu village,-8.5421,-172.5159,29.23,66,68,6.36,TK,2023-10-30 01:07:53
349,taro,-8.3862,115.28,27.0,47,31,2.27,ID,2023-10-30 01:14:32
350,tomohon,1.3346,124.8392,28.52,59,74,1.05,ID,2023-10-30 01:14:33
351,castelli,-25.9468,-60.6195,24.6,84,90,2.51,AR,2023-10-30 01:14:33
352,atar,20.5169,-13.0499,26.53,16,0,0.96,MR,2023-10-30 01:14:33
353,dunedin,-45.8742,170.5036,13.78,71,5,2.68,NZ,2023-10-30 01:14:34
354,jora,26.3333,77.8167,29.48,32,9,1.19,IN,2023-10-30 01:14:34
355,yatagan,37.3403,28.1428,18.14,76,100,0.79,TR,2023-10-30 01:14:34
356,maragogi,-9.0122,-35.2225,24.75,70,77,3.84,BR,2023-10-30 01:14:35
357,cole harbour,44.6724,-63.4751,4.84,80,94,2.57,CA,2023-10-30 01:14:10
358,chany,55.3121,76.7647,-2.35,68,100,6.81,RU,2023-10-30 01:14:35
359,tselinnoye,53.0833,85.6667,0.15,93,100,2.29,RU,2023-10-30 01:14:35
360,barra de santo antonio,-9.4047,-35.5072,22.6,70,95,4.74,BR,2023-10-30 01:14:36
361,luanda,-8.8368,13.2343,24.72,85,63,2.12,AO,2023-10-30 01:14:36
362,langepas,61.2544,75.2124,-9.73,86,49,2.76,RU,2023-10-30 01:14:37
363,pathein,16.7833,94.7333,29.77,72,96,3.54,MM,2023-10-30 01:14:37
364,khanty-mansiysk,61.0042,69.0019,-8.94,67,40,5.0,RU,2023-10-30 01:14:37
365,nalut,30.3333,10.85,20.37,26,66,5.37,LY,2023-10-30 01:14:38
366,puerto madryn,-42.7692,-65.0385,8.67,34,78,11.83,AR,2023-10-30 01:14:38
367,chiredzi,-21.05,31.6667,15.22,83,100,4.39,ZW,2023-10-30 01:14:38
368,happy valley-goose bay,53.3168,-60.3315,-3.31,55,34,6.82,CA,2023-10-30 01:07:08
369,namibe,-15.1961,12.1522,19.37,83,5,2.34,AO,2023-10-30 01:08:52
370,karkira,36.9292,6.5856,22.94,38,75,4.47,DZ,2023-10-30 01:14:39
371,saint-francois,46.4154,3.9054,12.03,100,100,3.6,FR,2023-10-30 01:06:44
372,ondjiva,-17.0667,15.7333,19.58,24,13,2.7,AO,2023-10-30 01:14:39
373,colares,38.7992,-9.4469,16.29,76,39,0.45,PT,2023-10-30 01:14:40
374,santa elena de uairen,4.6167,-61.1333,21.3,70,40,1.59,VE,2023-10-30 01:14:40
375,batticaloa,7.7102,81.6924,28.42,69,92,0.7,LK,2023-10-30 01:14:40
376,aldinga beach,-35.2793,138.4604,19.59,56,41,11.01,AU,2023-10-30 01:12:03
377,wuyishan,28.0047,117.8114,24.14,59,1,2.53,CN,2023-10-30 01:14:41
378,kyzyl-suu,42.3414,78.0056,12.42,42,99,1.17,KG,2023-10-30 01:14:41
379,sept-iles,50.2001,-66.3821,1.14,63,20,3.6,CA,2023-10-30 01:14:41
380,emerald,-23.5333,148.1667,31.3,25,63,2.62,AU,2023-10-30 01:14:42
381,kapa'a,22.0752,-159.319,25.18,84,20,4.12,US,2023-10-30 01:14:42
382,gejiu,23.306,103.1635,17.34,66,78,0.98,CN,2023-10-30 01:14:42
383,manacapuru,-3.2997,-60.6206,28.38,49,12,1.55,BR,2023-10-30 01:14:43
384,chulakkurgan,43.765,69.1814,20.67,36,53,2.47,KZ,2023-10-30 01:14:43
385,novyy urengoy,66.0833,76.6333,-12.3,85,9,1.06,RU,2023-10-30 01:14:43
386,sitka,57.0531,-135.33,6.94,76,75,2.06,US,2023-10-30 01:04:31
387,labrador city,52.9463,-66.9114,-5.95,81,94,5.46,CA,2023-10-30 01:07:04
388,iaciara,-14.0958,-46.6317,29.28,31,94,1.84,BR,2023-10-30 01:14:44
389,kasongo-lunda,-6.4667,16.8167,21.16,96,90,0.6,CD,2023-10-30 01:14:45
390,balkashino,52.5167,68.7667,4.85,99,100,5.58,KZ,2023-10-30 01:14:45
391,sarupathar,26.1984,93.8094,29.12,69,17,2.1,IN,2023-10-30 01:14:45
392,dieppe,49.75,1.1667,10.74,91,70,0.45,FR,2023-10-30 01:14:45
393,laojunmiao,39.8333,97.7333,15.32,15,90,3.64,CN,2023-10-30 01:09:02
394,katsuren-haebaru,26.3369,127.8719,27.43,52,20,4.63,JP,2023-10-30 01:08:34
395,yatou,37.15,122.3833,22.52,54,4,6.36,CN,2023-10-30 01:14:46
396,ivatsevichy,52.709,25.3401,8.56,94,88,4.52,BY,2023-10-30 01:14:47
397,page,36.9147,-111.4558,7.88,26,0,2.57,US,2023-10-30 01:14:47
398,port saint john's,-31.6229,29.5448,15.31,60,96,1.34,ZA,2023-10-30 01:06:33
399,achit,56.7985,57.8994,-3.11,95,100,4.26,RU,2023-10-30 01:14:48
400,ambon,-3.6954,128.1814,32.08,66,20,4.63,ID,2023-10-30 01:14:48
401,torghay,49.6339,63.4981,10.35,64,66,8.61,KZ,2023-10-30 01:14:48
402,hithadhoo,-0.6,73.0833,27.25,77,39,6.8,MV,2023-10-30 01:06:42
403,santa cruz,-17.8,-63.1667,24.7,88,75,8.23,BO,2023-10-30 01:14:49
404,tostado,-29.232,-61.7692,21.69,85,40,6.03,AR,2023-10-30 01:14:49
405,tarauaca,-8.1614,-70.7656,22.62,92,100,1.15,BR,2023-10-30 01:14:49
406,codrington,-38.2667,141.9667,15.99,48,74,11.14,AU,2023-10-30 01:14:50
407,sangmelima,2.9333,11.9833,19.57,99,100,0.8,CM,2023-10-30 01:14:50
408,st. john's,47.5649,-52.7093,4.98,62,75,14.4,CA,2023-10-30 01:06:40
409,hualien city,23.9769,121.6044,24.55,85,88,2.33,TW,2023-10-30 01:14:51
410,walvis bay,-22.9575,14.5053,14.28,86,0,0.77,NA,2023-10-30 01:14:51
411,hobyo,5.3505,48.5268,24.74,82,100,3.74,SO,2023-10-30 01:14:51
412,sanming,26.2486,117.6186,26.05,57,12,1.71,CN,2023-10-30 01:14:51
413,mullsjo,63.7,19.7,-5.06,84,53,2.94,SE,2023-10-30 01:14:52
414,cururupu,-1.8283,-44.8683,24.45,86,10,1.82,BR,2023-10-30 01:12:07
415,khash,28.2211,61.2158,21.96,33,6,0.52,IR,2023-10-30 01:14:52
416,bikenibeu village,1.3673,173.1241,30.98,70,20,1.03,KI,2023-10-30 01:06:55
417,kuching,1.55,110.3333,31.12,70,75,1.54,MY,2023-10-30 01:10:38
418,yei,4.095,30.6779,21.49,92,83,1.12,SS,2023-10-30 01:14:53
419,pertuis,43.6925,5.5028,18.95,88,91,4.91,FR,2023-10-30 01:14:54
420,camocim,-2.9022,-40.8411,25.59,81,89,5.8,BR,2023-10-30 01:14:54
421,huntsville,34.7304,-86.5861,21.22,77,0,4.02,US,2023-10-30 01:12:48
422,buriti alegre,-18.14,-49.0403,24.35,62,92,0.48,BR,2023-10-30 01:14:54
423,lamu,-2.2717,40.902,27.08,81,83,3.8,KE,2023-10-30 01:07:38
424,severobaykal'sk,55.65,109.3167,-5.83,58,80,1.2,RU,2023-10-30 01:14:55
425,ascencion,31.1,-107.9833,15.69,41,0,3.52,MX,2023-10-30 01:14:55
426,kayankulam,9.1833,76.5,28.31,76,100,1.38,IN,2023-10-30 01:14:56
427,basmakci,37.8972,30.0117,7.95,63,100,0.98,TR,2023-10-30 01:14:56
428,masterton,-40.9597,175.6575,16.05,89,100,3.56,NZ,2023-10-30 01:09:19
429,anna regina,7.2644,-58.5077,27.98,79,48,4.61,GY,2023-10-30 01:14:57
430,kruisfontein,-34.0033,24.7314,12.16,69,17,4.15,ZA,2023-10-30 01:14:57
431,mount isa,-20.7333,139.5,36.87,28,40,4.63,AU,2023-10-30 01:08:45
432,majie,25.0333,102.6361,19.99,49,40,3.0,CN,2023-10-30 01:14:58
433,youkounkoun,12.5333,-13.1333,23.39,93,31,1.26,GN,2023-10-30 01:14:58
434,rosalie,15.3667,-61.2667,25.99,83,99,5.68,DM,2023-10-30 01:14:58
435,alice springs,-23.7,133.8833,38.75,4,49,5.14,AU,2023-10-30 01:14:59
436,goure,13.9835,10.2704,25.83,20,2,3.87,NE,2023-10-30 01:14:59
437,segezha,63.7415,34.3222,-5.5,88,55,3.72,RU,2023-10-30 01:14:59
438,ilhabela,-23.7781,-45.3581,24.06,89,100,1.94,BR,2023-10-30 01:07:41
439,east ballina,-28.8667,153.5833,28.22,63,0,7.74,AU,2023-10-30 01:07:56
440,phan rang-thap cham,11.5667,108.9833,32.08,58,65,4.96,VN,2023-10-30 01:15:00
441,paradip garh,20.3167,86.6167,27.47,57,6,4.21,IN,2023-10-30 01:15:00
442,mongoumba,3.6415,18.5936,22.25,96,70,0.55,CF,2023-10-30 01:11:21
443,gdov,58.7406,27.8122,0.1,94,100,5.83,RU,2023-10-30 01:15:01
444,mozarlandia,-14.7447,-50.5706,29.02,41,42,0.41,BR,2023-10-30 01:15:02
445,prainha,-1.8,-53.48,26.74,64,26,1.49,BR,2023-10-30 01:11:18
446,la'ie,21.6477,-157.9253,26.17,74,16,1.34,US,2023-10-30 01:15:03
447,kurchatov,51.6601,35.6521,8.01,90,93,5.37,RU,2023-10-30 01:15:04
448,acapulco de juarez,16.8634,-99.8901,26.7,86,60,2.17,MX,2023-10-30 01:12:21
449,ilha de mocambique,-15.0342,40.7358,26.91,75,6,0.78,MZ,2023-10-30 01:15:05
450,mejit,10.2753,170.8646,28.12,81,100,9.54,MH,2023-10-30 01:15:06
451,iwon-up,40.3231,128.6553,17.8,51,45,3.36,KP,2023-10-30 01:15:06
452,holualoa,19.6228,-155.9522,25.91,71,0,3.09,US,2023-10-30 01:08:37
453,thunder bay,48.4001,-89.3168,-5.01,86,0,2.06,CA,2023-10-30 01:15:07
454,bereznik,62.8551,42.7072,-6.92,96,26,1.54,RU,2023-10-30 01:15:07
455,saynshand,44.8824,110.1163,9.63,36,98,5.85,MN,2023-10-30 01:09:01
456,shalkar,47.8288,59.6258,10.13,65,65,7.33,KZ,2023-10-30 01:15:08
457,nizhneangarsk,55.7833,109.55,-6.11,59,44,1.34,RU,2023-10-30 01:15:09
458,paka,4.6374,103.4368,29.21,70,100,2.15,MY,2023-10-30 01:06:52
459,port augusta,-32.5,137.7667,28.84,23,46,9.44,AU,2023-10-30 01:08:59
460,thief river falls,48.1191,-96.1812,-8.47,86,0,4.12,US,2023-10-30 01:03:07
461,hovd,48.0056,91.6419,6.03,47,100,1.59,MN,2023-10-30 01:08:46
462,chorfa,36.3651,4.3264,18.76,37,69,3.22,DZ,2023-10-30 01:15:10
463,goalpara,26.1667,90.6167,27.45,66,13,3.58,IN,2023-10-30 01:15:11
464,haveri,14.8,75.4,29.27,53,90,4.56,IN,2023-10-30 01:15:11
465,papao,-17.75,-149.55,25.82,83,11,9.2,PF,2023-10-30 01:15:11
466,cukai,4.25,103.4167,30.97,67,100,1.93,MY,2023-10-30 01:15:12
467,timimoun,29.2639,0.231,20.21,26,0,1.54,DZ,2023-10-30 01:15:12
468,carcarana,-32.8568,-61.1533,21.79,97,40,4.13,AR,2023-10-30 01:15:12
469,yamada,39.4667,141.95,15.77,70,63,3.48,JP,2023-10-30 01:15:13
470,susuman,62.7833,148.1667,-13.34,92,77,0.89,RU,2023-10-30 01:07:30
471,las tablas,7.7667,-80.2833,24.99,87,78,2.13,PA,2023-10-30 01:15:13
472,itapirapua,-15.8233,-50.6133,27.92,44,47,0.54,BR,2023-10-30 01:15:14
473,tell city,37.9514,-86.7678,9.95,99,100,3.09,US,2023-10-30 01:15:14
474,tuy hoa,13.0833,109.3,26.9,87,100,5.85,VN,2023-10-30 01:15:15
475,awjilah,29.1081,21.2869,19.41,51,3,1.77,LY,2023-10-30 01:15:15
476,nemuro,43.3236,145.575,10.06,65,8,2.12,JP,2023-10-30 01:08:25
477,yakeshi,49.2833,120.7333,0.77,17,2,4.97,CN,2023-10-30 01:15:16
478,lagos,6.5833,3.75,27.18,93,91,0.63,NG,2023-10-30 01:05:44
479,wedgefield,28.4878,-81.0773,25.08,95,0,1.96,US,2023-10-30 01:15:17
480,filadelfia,39.9523,-75.1638,14.87,94,100,3.09,US,2023-10-30 01:11:06
481,newman,37.3138,-121.0208,12.38,25,0,1.47,US,2023-10-30 01:06:43
482,kristiansund,63.1115,7.732,0.03,80,3,1.54,NO,2023-10-30 01:09:06
483,witnica,52.6732,14.8977,11.31,83,96,4.36,PL,2023-10-30 01:15:18
484,gulariya,28.2333,81.3333,26.9,45,0,0.95,NP,2023-10-30 01:15:18
485,egilsstadir,65.2653,-14.3948,0.34,94,90,1.86,IS,2023-10-30 01:09:28
486,katabu,-4.9333,122.5167,35.05,35,57,0.65,ID,2023-10-30 01:15:19
487,preobrazheniye,42.9019,133.9064,14.6,68,51,5.33,RU,2023-10-30 01:15:19
488,cozumel,20.5083,-86.9458,24.41,88,0,4.54,MX,2023-10-30 01:15:20
489,nogliki,51.8333,143.1667,5.75,51,3,2.68,RU,2023-10-30 01:09:12
490,waat,51.1454,6.4958,12.73,87,75,2.06,DE,2023-10-30 01:15:21
491,tsiroanomandidy,-18.7667,46.0333,25.33,56,8,1.27,MG,2023-10-30 01:06:55
492,muynoq,43.7683,59.0214,15.63,65,100,4.25,UZ,2023-10-30 01:15:22
493,berettyoujfalu,47.2167,21.55,16.27,61,85,5.94,HU,2023-10-30 01:15:22
494,dingcheng,32.1272,115.0394,27.82,33,0,4.19,CN,2023-10-30 01:15:22
495,wuda,39.4994,106.7117,21.63,14,33,6.51,CN,2023-10-30 01:15:23
496,dawei,14.0833,98.2,32.11,59,97,0.38,MM,2023-10-30 01:15:23
497,gobabis,-22.45,18.9667,18.02,17,0,3.22,NA,2023-10-30 01:15:23
498,levuka,50.1834,-105.4011,-4.1,94,26,4.22,CA,2023-10-30 01:15:23
499,coahuayana de hidalgo,18.7,-103.6583,25.77,92,63,1.04,MX,2023-10-30 01:08:59
500,shahrud,36.4182,54.9763,18.79,33,84,2.12,IR,2023-10-30 01:15:24
501,alexander city,32.944,-85.9539,16.94,100,0,0.0,US,2023-10-30 01:15:24
502,taulaga,-11.0553,-171.0883,28.53,76,68,6.4,AS,2023-10-30 01:15:25
503,fonte boa,-2.4959,-66.2662,23.99,89,97,1.78,BR,2023-10-30 01:15:25
504,kyshtovka,56.555,76.6271,-6.48,88,100,2.24,RU,2023-10-30 01:15:25
505,al burayqah,30.4062,19.5739,21.69,69,23,3.93,LY,2023-10-30 01:15:26
506,obock,12.25,43.0833,23.28,68,88,7.57,DJ,2023-10-30 01:07:09
507,polyarnyye zori,67.3661,32.4981,-9.45,91,100,1.47,RU,2023-10-30 01:15:26
508,grantsville,40.5999,-112.4644,0.84,69,0,2.57,US,2023-10-30 01:15:27
509,lewistown,40.5992,-77.5714,11.22,100,100,0.0,US,2023-10-30 01:12:03
510,kavali,14.9167,79.9833,30.26,59,60,4.97,IN,2023-10-30 01:15:27
511,lillehammer,61.1146,10.4674,-4.63,69,0,1.31,NO,2023-10-30 01:15:28
512,kristinestad,62.2743,21.376,-8.83,78,38,2.65,FI,2023-10-30 01:15:28
513,nizao,18.25,-70.2,28.59,84,60,1.84,DO,2023-10-30 01:15:28
514,esfarayen,37.0765,57.5101,12.81,26,16,1.17,IR,2023-10-30 01:09:29
515,haiku-pauwela,20.9219,-156.3051,25.02,73,20,5.66,US,2023-10-30 01:06:46
516,rani,25.3503,73.3089,30.93,23,0,0.79,IN,2023-10-30 01:15:29
517,pandan,14.0453,124.1694,28.63,77,82,5.12,PH,2023-10-30 01:15:30
518,ad dilam,23.9915,47.1627,25.23,30,94,1.29,SA,2023-10-30 01:15:30
519,magadan,59.5667,150.8,-0.89,76,8,0.95,RU,2023-10-30 01:07:15
520,louis trichardt,-23.0439,29.9032,9.17,72,98,7.09,ZA,2023-10-30 01:15:31
521,erzurum,40.0,41.5,1.82,65,96,1.57,TR,2023-10-30 01:15:31
522,kuala tungkal,-0.8167,103.4667,31.42,57,39,2.95,ID,2023-10-30 01:15:31
523,amos,48.5669,-78.1162,-0.25,88,100,0.88,CA,2023-10-30 01:11:22
524,arrifes,37.7667,-25.7,13.84,82,75,1.54,PT,2023-10-30 01:15:32
525,makoua,0.0069,15.6333,23.09,87,75,0.57,CG,2023-10-30 01:15:32
526,damasak,13.0977,12.4952,25.92,26,1,3.45,NG,2023-10-30 01:15:33
527,palangkaraya,-2.2,113.8333,38.81,29,5,1.08,ID,2023-10-30 01:15:33
528,mallawi,27.7314,30.8417,22.08,77,22,3.09,EG,2023-10-30 01:15:33
529,huarmey,-10.0681,-78.1522,19.28,89,96,4.09,PE,2023-10-30 01:15:34
530,salinas,36.6777,-121.6555,15.03,42,0,3.09,US,2023-10-30 01:12:34
531,moose jaw,50.4001,-105.5344,-3.86,80,18,8.23,CA,2023-10-30 01:15:34
532,vallenar,-28.5708,-70.7581,16.47,57,6,0.68,CL,2023-10-30 01:15:20
533,guanica,17.9716,-66.908,26.21,62,99,3.33,PR,2023-10-30 01:15:35
534,brazzaville,-4.2658,15.2832,25.2,83,20,1.03,CG,2023-10-30 01:15:35
535,cold springs,39.6802,-119.9766,2.68,33,0,2.09,US,2023-10-30 01:15:36
536,nurota,40.5614,65.6886,22.68,32,42,2.67,UZ,2023-10-30 01:11:01
537,ulan bator,47.9077,106.8832,-0.93,86,40,2.0,MN,2023-10-30 01:11:49
538,durazno,-33.4131,-56.5006,19.22,88,100,1.3,UY,2023-10-30 01:15:37
539,salekhard,66.53,66.6019,-14.27,97,81,1.23,RU,2023-10-30 01:15:37
540,revda,56.801,59.9303,-3.91,94,100,3.6,RU,2023-10-30 01:15:38
541,tarawa,1.419,172.984,31.05,70,20,1.03,KI,2023-10-30 01:15:38
542,kostanay,53.1667,63.5833,4.16,87,100,6.0,KZ,2023-10-30 01:15:38
543,jiazi,22.8779,116.067,26.15,64,31,5.26,CN,2023-10-30 01:15:39
544,yerofey pavlovich,53.9667,121.9667,-3.67,37,9,4.71,RU,2023-10-30 01:15:39
545,aden,12.7794,45.0367,27.83,68,88,7.37,YE,2023-10-30 01:15:39
546,salihorsk,52.7876,27.5415,8.57,92,75,5.75,BY,2023-10-30 01:15:40
547,pangkalanbuun,-2.6833,111.6167,30.89,59,41,1.27,ID,2023-10-30 01:15:40
548,igarka,67.4667,86.5833,-15.19,91,44,1.34,RU,2023-10-30 01:15:40
